POLNR;GEVO;DATUM
7000204;ERH;01.06.2019
7000206;ERH;01.06.2019
7000209;ERH;01.06.2019
7000218;ERH;01.06.2019
7000219;ERH;01.06.2019
7000220;ERH;01.06.2019
7000224;ERH;01.06.2019
7000228;ERH;01.06.2019
7000234;ERH;01.06.2019
7000235;ERH;01.06.2019
7000245;ERH;01.07.2019
7000247;ERH;01.07.2019
7000248;ERH;01.07.2019
7000253;ERH;01.07.2019
7000259;ERH;01.07.2019
7000261;ERH;01.07.2019
7000264;ERH;01.07.2019
7000268;ERH;01.07.2019
7000270;ERH;01.07.2019
7000277;ERH;01.08.2019
7000281;ERH;01.08.2019
7000286;ERH;01.08.2019
7000287;ERH;01.08.2019
7000296;PEX;01.08.2019
7000300;ERH;01.08.2019
7000302;ERH;01.08.2019
7000304;RED;01.08.2019
7000307;ERH;01.08.2019
7000310;ERH;01.08.2019
7000311;ERH;01.08.2019
7000314;ERH;01.08.2019
7000319;ERH;01.08.2019
7000321;ERH;01.09.2019
7000323;ERH;01.09.2019
7000329;ERH;01.09.2019
7000331;ERH;01.09.2019
7000336;ERH;01.09.2019
7000342;ERH;01.09.2019
7000343;ERH;01.09.2019
7000349;ERH;01.09.2019
7000352;ERH;01.09.2019
7000353;ERH;01.09.2019
7000355;ERH;01.09.2019
7000356;ERH;01.09.2019
7000365;ERH;01.10.2019
7000367;ERH;01.10.2019
7000368;ERH;01.10.2019
7000371;RED;01.10.2019
7000374;ERH;01.10.2019
7000375;ERH;01.10.2019
7000377;ERH;01.10.2019
7000380;ERH;01.10.2019
7000388;ERH;01.10.2019
7000394;ERH;01.10.2019
7000396;RED;01.10.2019
7000401;ERH;01.10.2019
7000405;ERH;01.10.2019
7000406;ERH;01.10.2019
7000410;ERH;01.10.2019
7000421;ERH;01.11.2019
7000427;ERH;01.11.2019
7000428;ERH;01.11.2019
7000430;ERH;01.11.2019
7000431;ERH;01.11.2019
7000432;ERH;01.11.2019
7000437;ERH;01.11.2019
7000439;ERH;01.11.2019
7000440;ERH;01.11.2019
7000446;ERH;01.11.2019
7000449;ERH;01.11.2019
7000453;ERH;01.12.2019
7000457;ERH;01.12.2019
7000468;ERH;01.12.2019
7000470;ERH;01.12.2019
7000472;ERH;01.12.2019
7000479;ERH;01.12.2019
7000484;ERH;01.12.2019
7000485;ERH;01.12.2019
7000489;ERH;01.12.2019
7000494;ERH;01.12.2019
7000497;RED;01.12.2019
7000498;ERH;01.12.2019
7000503;ERH;01.01.2019
7000507;ERH;01.01.2019
7000508;ERH;01.01.2019
7000509;ERH;01.01.2019
7000512;ERH;01.01.2019
7000514;ERH;01.01.2019
7000515;ERH;01.01.2019
7000516;ERH;01.01.2019
7000524;ERH;01.01.2019
7000533;ERH;01.01.2019
7000538;ERH;01.02.2019
7000539;ERH;01.02.2019
7000544;ERH;01.02.2019
7000547;ERH;01.02.2019
7000548;ERH;01.02.2019
7000550;ERH;01.02.2019
7000552;ERH;01.02.2019
7000553;ERH;01.02.2019
7000554;ERH;01.02.2019
7000555;PEX;01.02.2019
7000556;PEX;01.02.2019
7000557;ERH;01.02.2019
7000558;ERH;01.02.2019
7000559;ERH;01.02.2019
7000561;ERH;01.02.2019
7000563;ERH;01.02.2019
7000565;ERH;01.02.2019
7000569;ERH;01.02.2019
7000575;ERH;01.03.2019
7000577;ERH;01.03.2019
7000581;ERH;01.03.2019
7000582;ERH;01.03.2019
7000585;ERH;01.03.2019
7000586;ERH;01.03.2019
7000588;ERH;01.03.2019
7000592;ERH;01.03.2019
7000593;ERH;01.03.2019
7000596;ERH;01.03.2019
7000598;ERH;01.03.2019
7000600;ERH;01.03.2019
7000603;ERH;01.03.2019
7000605;ERH;01.03.2019
7000606;ERH;01.03.2019
7000609;ERH;01.03.2019
7000610;ERH;01.03.2019
7000613;ERH;01.03.2019
7000615;ERH;01.03.2019
7000618;ERH;01.03.2019
7000623;ERH;01.04.2019
7000626;ERH;01.04.2019
7000628;ERH;01.04.2019
7000635;ERH;01.04.2019
7000637;ERH;01.04.2019
7000640;ERH;01.04.2019
7000641;ERH;01.04.2019
7000650;ERH;01.04.2019
7000651;ERH;01.04.2019
7000656;ERH;01.04.2019
7000657;ERH;01.04.2019
7000659;PEX;01.04.2019
7000663;ERH;01.04.2019
7000665;ERH;01.05.2019
7000669;ERH;01.05.2019
7000674;ERH;01.05.2019
7000675;ERH;01.05.2019
7000676;ERH;01.05.2019
7000686;ERH;01.05.2019
7000687;ERH;01.05.2019
7000690;ERH;01.05.2019
7000691;ERH;01.05.2019
7000696;ERH;01.05.2019
7000698;ERH;01.06.2019
7000700;ERH;01.06.2019
7000702;ERH;01.06.2019
7000704;ERH;01.06.2019
7000708;ERH;01.06.2019
7000712;ERH;01.06.2019
7000717;RED;01.06.2019
7000722;ERH;01.06.2019
7000725;ERH;01.06.2019
7000730;ERH;01.06.2019
7000732;RED;01.06.2019
7000734;ERH;01.06.2019
7000735;ERH;01.06.2019
7000738;ERH;01.07.2019
7000745;ERH;01.07.2019
7000750;ERH;01.07.2019
7000752;ERH;01.07.2019
7000753;ERH;01.07.2019
7000755;ERH;01.07.2019
7000763;ERH;01.07.2019
7000767;ERH;01.07.2019
7000769;ERH;01.07.2019
7000770;ERH;01.07.2019
7000775;ERH;01.07.2019
7000779;ERH;01.08.2019
7000783;ERH;01.08.2019
7000785;ERH;01.08.2019
7000788;ERH;01.08.2019
7000791;ERH;01.08.2019
7000793;ERH;01.08.2019
7000794;ERH;01.08.2019
7000795;ERH;01.08.2019
7000797;ERH;01.08.2019
7000802;ERH;01.08.2019
7000804;ERH;01.08.2019
7000807;ERH;01.08.2019
7000808;ERH;01.08.2019
7000810;PEX;01.08.2019
7000818;ERH;01.09.2019
7000821;ERH;01.09.2019
7000825;ERH;01.09.2019
7000828;ERH;01.09.2019
7000829;ERH;01.09.2019
7000834;ERH;01.09.2019
7000836;ERH;01.09.2019
7000838;ERH;01.09.2019
7000839;ERH;01.09.2019
7000845;ERH;01.09.2019
7000850;ERH;01.09.2019
7000853;ERH;01.09.2019
7000856;ERH;01.09.2019
7000857;ERH;01.09.2019
7000859;ERH;01.09.2019
7000864;ERH;01.09.2019
7000867;ERH;01.09.2019
7000874;ERH;01.10.2019
7000883;ERH;01.10.2019
7000884;ERH;01.10.2019
7000888;ERH;01.10.2019
7000889;ERH;01.10.2019
7000891;ERH;01.10.2019
7000897;RED;01.10.2019
7000900;PEX;01.10.2019
7000902;ERH;01.10.2019
7000905;ERH;01.10.2019
7000910;ERH;01.10.2019
7000912;ERH;01.10.2019
7000917;ERH;01.11.2019
7000921;ERH;01.11.2019
7000922;PEX;01.11.2019
7000926;ERH;01.11.2019
7000940;ERH;01.11.2019
7000945;ERH;01.11.2019
7000952;ERH;01.11.2019
7000955;ERH;01.11.2019
7000958;ERH;01.11.2019
7000959;PEX;01.11.2019
7000965;ERH;01.12.2019
7000973;ERH;01.12.2019
7000977;PEX;01.12.2019
7000979;ERH;01.12.2019
7000980;ERH;01.12.2019
7000985;ERH;01.12.2019
7000990;ERH;01.12.2019
7000991;ERH;01.12.2019
7000993;ERH;01.12.2019
7000994;ERH;01.12.2019
7000995;ERH;01.12.2019
7000996;ERH;01.12.2019
7001002;ERH;01.12.2019
7001003;ERH;01.12.2019
7000005;ERH;01.01.2020
7000006;ERH;01.01.2020
7000008;ERH;01.01.2020
7000010;ERH;01.01.2020
7000013;ERH;01.01.2020
7000018;ERH;01.01.2020
7000020;ERH;01.01.2020
7000027;ERH;01.01.2020
7000031;ERH;01.01.2020
7000033;ERH;01.01.2020
7000035;ERH;01.01.2020
7000036;ERH;01.01.2020
7000037;ERH;01.01.2020
7000042;ERH;01.02.2020
7000049;ERH;01.02.2020
7000050;ERH;01.02.2020
7000052;ERH;01.02.2020
7000054;ERH;01.02.2020
7000057;ERH;01.02.2020
7000060;ERH;01.02.2020
7000061;PEX;01.02.2020
7000063;ERH;01.02.2020
7000068;ERH;01.02.2020
7000073;ERH;01.02.2020
7000075;ERH;01.02.2020
7000080;ERH;01.03.2020
7000081;ERH;01.03.2020
7000084;ERH;01.03.2020
7000086;ERH;01.03.2020
7000096;ERH;01.03.2020
7000098;ERH;01.03.2020
7000099;ERH;01.03.2020
7000102;ERH;01.03.2020
7000105;ERH;01.03.2020
7000107;ERH;01.03.2020
7000112;ERH;01.03.2020
7000116;ERH;01.04.2020
7000117;PEX;01.04.2020
7000118;ERH;01.04.2020
7000121;ERH;01.04.2020
7000122;ERH;01.04.2020
7000124;ERH;01.04.2020
7000125;ERH;01.04.2020
7000126;PEX;01.04.2020
7000127;ERH;01.04.2020
7000138;ERH;01.04.2020
7000145;ERH;01.04.2020
7000146;ERH;01.04.2020
7000150;ERH;01.04.2020
7000154;ERH;01.04.2020
7000156;ERH;01.04.2020
7000158;ERH;01.05.2020
7000159;ERH;01.05.2020
7000163;ERH;01.05.2020
7000166;ERH;01.05.2020
7000172;ERH;01.05.2020
7000173;ERH;01.05.2020
7000174;ERH;01.05.2020
7000175;ERH;01.05.2020
7000176;ERH;01.05.2020
7000178;ERH;01.05.2020
7000186;ERH;01.05.2020
7000189;ERH;01.05.2020
7000190;PEX;01.05.2020
7000194;ERH;01.05.2020
7000195;ERH;01.05.2020
7000198;ERH;01.05.2020
7000201;ERH;01.06.2020
7000205;ERH;01.06.2020
7000206;ERH;01.06.2020
7000207;ERH;01.06.2020
7000208;ERH;01.06.2020
7000209;ERH;01.06.2020
7000212;ERH;01.06.2020
7000218;ERH;01.06.2020
7000220;ERH;01.06.2020
7000224;ERH;01.06.2020
7000228;ERH;01.06.2020
7000229;ERH;01.06.2020
7000230;PEX;01.06.2020
7000234;ERH;01.06.2020
7000244;ERH;01.07.2020
7000245;ERH;01.07.2020
7000247;ERH;01.07.2020
7000248;ERH;01.07.2020
7000253;ERH;01.07.2020
7000258;ERH;01.07.2020
7000259;ERH;01.07.2020
7000263;PEX;01.07.2020
7000264;ERH;01.07.2020
7000266;ERH;01.07.2020
7000268;ERH;01.07.2020
7000270;ERH;01.07.2020
7000277;ERH;01.08.2020
7000278;ERH;01.08.2020
7000282;PEX;01.08.2020
7000283;ERH;01.08.2020
7000286;ERH;01.08.2020
7000288;ERH;01.08.2020
7000290;ERH;01.08.2020
7000297;ERH;01.08.2020
7000300;PEX;01.08.2020
7000302;ERH;01.08.2020
7000304;ERH;01.08.2020
7000305;ERH;01.08.2020
7000310;ERH;01.08.2020
7000311;ERH;01.08.2020
7000312;ERH;01.08.2020
7000314;ERH;01.08.2020
7000319;ERH;01.08.2020
7000323;ERH;01.09.2020
7000328;ERH;01.09.2020
7000329;ERH;01.09.2020
7000331;PEX;01.09.2020
7000335;ERH;01.09.2020
7000336;ERH;01.09.2020
7000342;ERH;01.09.2020
7000345;ERH;01.09.2020
7000347;ERH;01.09.2020
7000348;ERH;01.09.2020
7000349;ERH;01.09.2020
7000350;PEX;01.09.2020
7000351;ERH;01.09.2020
7000352;ERH;01.09.2020
7000353;ERH;01.09.2020
7000357;ERH;01.09.2020
7000367;RED;01.10.2020
7000370;ERH;01.10.2020
7000374;ERH;01.10.2020
7000375;ERH;01.10.2020
7000380;ERH;01.10.2020
7000388;ERH;01.10.2020
7000394;ERH;01.10.2020
7000396;ERH;01.10.2020
7000401;ERH;01.10.2020
7000403;ERH;01.10.2020
7000405;ERH;01.10.2020
7000407;ERH;01.10.2020
7000409;PEX;01.10.2020
7000410;ERH;01.10.2020
7000415;ERH;01.10.2020
7000417;ERH;01.11.2020
7000421;ERH;01.11.2020
7000423;ERH;01.11.2020
7000425;ERH;01.11.2020
7000428;ERH;01.11.2020
7000431;ERH;01.11.2020
7000432;ERH;01.11.2020
7000434;PEX;01.11.2020
7000437;ERH;01.11.2020
7000439;ERH;01.11.2020
7000444;ERH;01.11.2020
7000446;ERH;01.11.2020
7000448;PEX;01.11.2020
7000449;ERH;01.11.2020
7000450;ERH;01.12.2020
7000452;RED;01.12.2020
7000453;ERH;01.12.2020
7000457;ERH;01.12.2020
7000471;RED;01.12.2020
7000472;ERH;01.12.2020
7000474;ERH;01.12.2020
7000479;PEX;01.12.2020
7000484;ERH;01.12.2020
7000485;ERH;01.12.2020
7000488;PEX;01.12.2020
7000493;ERH;01.12.2020
7000494;ERH;01.12.2020
7000498;ERH;01.12.2020
7000505;ERH;01.01.2020
7000509;ERH;01.01.2020
7000512;ERH;01.01.2020
7000513;PEX;01.01.2020
7000514;PEX;01.01.2020
7000515;ERH;01.01.2020
7000521;ERH;01.01.2020
7000523;RED;01.01.2020
7000524;ERH;01.01.2020
7000532;ERH;01.01.2020
7000533;ERH;01.01.2020
7000537;ERH;01.02.2020
7000538;ERH;01.02.2020
7000539;ERH;01.02.2020
7000540;PEX;01.02.2020
7000541;PEX;01.02.2020
7000544;ERH;01.02.2020
7000547;ERH;01.02.2020
7000552;ERH;01.02.2020
7000553;ERH;01.02.2020
7000557;ERH;01.02.2020
7000558;ERH;01.02.2020
7000559;ERH;01.02.2020
7000561;ERH;01.02.2020
7000562;ERH;01.02.2020
7000565;ERH;01.02.2020
7000569;ERH;01.02.2020
7000573;RED;01.02.2020
7000575;ERH;01.03.2020
7000577;ERH;01.03.2020
7000578;ERH;01.03.2020
7000579;ERH;01.03.2020
7000581;ERH;01.03.2020
7000582;ERH;01.03.2020
7000583;ERH;01.03.2020
7000585;ERH;01.03.2020
7000586;ERH;01.03.2020
7000592;ERH;01.03.2020
7000593;ERH;01.03.2020
7000598;ERH;01.03.2020
7000603;ERH;01.03.2020
7000609;ERH;01.03.2020
7000610;ERH;01.03.2020
7000611;ERH;01.03.2020
7000613;ERH;01.03.2020
7000615;ERH;01.03.2020
7000623;ERH;01.04.2020
7000626;ERH;01.04.2020
7000628;ERH;01.04.2020
7000635;PEX;01.04.2020
7000637;ERH;01.04.2020
7000640;ERH;01.04.2020
7000645;RED;01.04.2020
7000649;ERH;01.04.2020
7000650;ERH;01.04.2020
7000651;ERH;01.04.2020
7000657;ERH;01.04.2020
7000662;ERH;01.04.2020
7000665;ERH;01.05.2020
7000673;ERH;01.05.2020
7000674;ERH;01.05.2020
7000675;ERH;01.05.2020
7000676;ERH;01.05.2020
7000679;ERH;01.05.2020
7000686;ERH;01.05.2020
7000687;ERH;01.05.2020
7000690;RED;01.05.2020
7000691;ERH;01.05.2020
7000695;ERH;01.05.2020
7000700;ERH;01.06.2020
7000702;ERH;01.06.2020
7000708;ERH;01.06.2020
7000712;ERH;01.06.2020
7000720;ERH;01.06.2020
7000725;ERH;01.06.2020
7000733;ERH;01.06.2020
7000734;ERH;01.06.2020
7000735;ERH;01.06.2020
7000744;ERH;01.07.2020
7000752;ERH;01.07.2020
7000754;ERH;01.07.2020
7000755;ERH;01.07.2020
7000761;PEX;01.07.2020
7000764;ERH;01.07.2020
7000767;ERH;01.07.2020
7000769;ERH;01.07.2020
7000771;ERH;01.07.2020
7000772;ERH;01.07.2020
7000779;ERH;01.08.2020
7000782;ERH;01.08.2020
7000784;ERH;01.08.2020
7000785;ERH;01.08.2020
7000786;ERH;01.08.2020
7000794;ERH;01.08.2020
7000795;ERH;01.08.2020
7000797;ERH;01.08.2020
7000802;ERH;01.08.2020
7000804;ERH;01.08.2020
7000806;PEX;01.08.2020
7000808;ERH;01.08.2020
7000811;ERH;01.08.2020
7000818;ERH;01.09.2020
7000821;ERH;01.09.2020
7000825;ERH;01.09.2020
7000826;ERH;01.09.2020
7000827;RED;01.09.2020
7000829;ERH;01.09.2020
7000830;ERH;01.09.2020
7000834;ERH;01.09.2020
7000837;ERH;01.09.2020
7000838;ERH;01.09.2020
7000842;ERH;01.09.2020
7000844;ERH;01.09.2020
7000845;ERH;01.09.2020
7000846;ERH;01.09.2020
7000850;ERH;01.09.2020
7000852;ERH;01.09.2020
7000853;ERH;01.09.2020
7000856;ERH;01.09.2020
7000859;PEX;01.09.2020
7000867;ERH;01.09.2020
7000874;ERH;01.10.2020
7000881;ERH;01.10.2020
7000883;ERH;01.10.2020
7000889;ERH;01.10.2020
7000891;PEX;01.10.2020
7000897;PEX;01.10.2020
7000902;ERH;01.10.2020
7000905;ERH;01.10.2020
7000910;ERH;01.10.2020
7000912;ERH;01.10.2020
7000917;ERH;01.11.2020
7000918;ERH;01.11.2020
7000921;ERH;01.11.2020
7000923;RED;01.11.2020
7000926;ERH;01.11.2020
7000929;RED;01.11.2020
7000931;ERH;01.11.2020
7000934;ERH;01.11.2020
7000936;ERH;01.11.2020
7000938;ERH;01.11.2020
7000940;ERH;01.11.2020
7000945;ERH;01.11.2020
7000950;PEX;01.11.2020
7000952;ERH;01.11.2020
7000955;ERH;01.11.2020
7000962;ERH;01.12.2020
7000965;ERH;01.12.2020
7000973;ERH;01.12.2020
7000979;ERH;01.12.2020
7000980;ERH;01.12.2020
7000984;ERH;01.12.2020
7000985;ERH;01.12.2020
7000987;ERH;01.12.2020
7000988;ERH;01.12.2020
7000990;ERH;01.12.2020
7000993;ERH;01.12.2020
7000995;ERH;01.12.2020
7000996;ERH;01.12.2020
7000998;ERH;01.12.2020
7001002;ERH;01.12.2020
7001003;ERH;01.12.2020
7000003;ERH;01.01.2021
7000004;ERH;01.01.2021
7000006;ERH;01.01.2021
7000008;ERH;01.01.2021
7000010;ERH;01.01.2021
7000013;ERH;01.01.2021
7000018;ERH;01.01.2021
7000019;ERH;01.01.2021
7000020;ERH;01.01.2021
7000022;ERH;01.01.2021
7000030;ERH;01.01.2021
7000031;ERH;01.01.2021
7000033;ERH;01.01.2021
7000035;ERH;01.01.2021
7000036;ERH;01.01.2021
7000038;PEX;01.01.2021
7000049;ERH;01.02.2021
7000050;ERH;01.02.2021
7000053;PEX;01.02.2021
7000055;ERH;01.02.2021
7000057;ERH;01.02.2021
7000060;ERH;01.02.2021
7000063;ERH;01.02.2021
7000073;ERH;01.02.2021
7000075;ERH;01.02.2021
7000080;ERH;01.03.2021
7000086;ERH;01.03.2021
7000097;ERH;01.03.2021
7000098;ERH;01.03.2021
7000099;ERH;01.03.2021
7000100;ERH;01.03.2021
7000102;ERH;01.03.2021
7000107;ERH;01.03.2021
7000111;ERH;01.03.2021
7000112;ERH;01.03.2021
7000116;ERH;01.04.2021
7000121;ERH;01.04.2021
7000124;ERH;01.04.2021
7000127;ERH;01.04.2021
7000138;ERH;01.04.2021
7000139;ERH;01.04.2021
7000140;ERH;01.04.2021
7000141;ERH;01.04.2021
7000142;ERH;01.04.2021
7000143;ERH;01.04.2021
7000144;ERH;01.04.2021
7000145;ERH;01.04.2021
7000146;PEX;01.04.2021
7000150;ERH;01.04.2021
7000151;ERH;01.04.2021
7000158;ERH;01.05.2021
7000159;ERH;01.05.2021
7000164;ERH;01.05.2021
7000165;ERH;01.05.2021
7000166;ERH;01.05.2021
7000167;PEX;01.05.2021
7000172;ERH;01.05.2021
7000173;ERH;01.05.2021
7000174;ERH;01.05.2021
7000175;PEX;01.05.2021
7000176;ERH;01.05.2021
7000178;ERH;01.05.2021
7000182;ERH;01.05.2021
7000186;ERH;01.05.2021
7000189;ERH;01.05.2021
7000194;ERH;01.05.2021
7000195;ERH;01.05.2021
7000201;ERH;01.06.2021
7000206;ERH;01.06.2021
7000207;ERH;01.06.2021
7000218;ERH;01.06.2021
7000220;ERH;01.06.2021
7000224;ERH;01.06.2021
7000234;ERH;01.06.2021
7000235;ERH;01.06.2021
7000240;ERH;01.06.2021
7000242;ERH;01.06.2021
7000244;ERH;01.07.2021
7000245;ERH;01.07.2021
7000247;ERH;01.07.2021
7000248;ERH;01.07.2021
7000258;ERH;01.07.2021
7000264;ERH;01.07.2021
7000266;ERH;01.07.2021
7000270;ERH;01.07.2021
7000277;RED;01.08.2021
7000278;ERH;01.08.2021
7000280;PEX;01.08.2021
7000281;ERH;01.08.2021
7000288;PEX;01.08.2021
7000290;ERH;01.08.2021
7000297;ERH;01.08.2021
7000304;ERH;01.08.2021
7000305;ERH;01.08.2021
7000307;ERH;01.08.2021
7000311;ERH;01.08.2021
7000314;ERH;01.08.2021
7000319;ERH;01.08.2021
7000323;ERH;01.09.2021
7000324;RED;01.09.2021
7000328;ERH;01.09.2021
7000329;ERH;01.09.2021
7000335;ERH;01.09.2021
7000336;ERH;01.09.2021
7000342;ERH;01.09.2021
7000343;ERH;01.09.2021
7000347;ERH;01.09.2021
7000348;ERH;01.09.2021
7000351;ERH;01.09.2021
7000352;RED;01.09.2021
7000353;ERH;01.09.2021
7000356;ERH;01.09.2021
7000357;ERH;01.09.2021
7000365;RED;01.10.2021
7000367;ERH;01.10.2021
7000368;ERH;01.10.2021
7000370;ERH;01.10.2021
7000373;ERH;01.10.2021
7000380;ERH;01.10.2021
7000388;ERH;01.10.2021
7000394;ERH;01.10.2021
7000396;ERH;01.10.2021
7000398;ERH;01.10.2021
7000399;ERH;01.10.2021
7000401;PEX;01.10.2021
7000403;ERH;01.10.2021
7000406;ERH;01.10.2021
7000407;ERH;01.10.2021
7000410;ERH;01.10.2021
7000415;ERH;01.10.2021
7000417;ERH;01.11.2021
7000421;ERH;01.11.2021
7000423;ERH;01.11.2021
7000427;ERH;01.11.2021
7000428;ERH;01.11.2021
7000430;ERH;01.11.2021
7000432;ERH;01.11.2021
7000439;ERH;01.11.2021
7000440;PEX;01.11.2021
7000444;ERH;01.11.2021
7000446;ERH;01.11.2021
7000449;ERH;01.11.2021
7000453;ERH;01.12.2021
7000457;ERH;01.12.2021
7000459;ERH;01.12.2021
7000466;ERH;01.12.2021
7000470;ERH;01.12.2021
7000472;ERH;01.12.2021
7000474;ERH;01.12.2021
7000484;ERH;01.12.2021
7000489;ERH;01.12.2021
7000493;ERH;01.12.2021
7000494;ERH;01.12.2021
7000498;ERH;01.12.2021
7000505;ERH;01.01.2021
7000507;ERH;01.01.2021
7000515;ERH;01.01.2021
7000516;ERH;01.01.2021
7000519;ERH;01.01.2021
7000523;PEX;01.01.2021
7000524;ERH;01.01.2021
7000533;ERH;01.01.2021
7000536;ERH;01.01.2021
7000537;ERH;01.02.2021
7000539;ERH;01.02.2021
7000544;ERH;01.02.2021
7000550;ERH;01.02.2021
7000552;PEX;01.02.2021
7000553;ERH;01.02.2021
7000559;ERH;01.02.2021
7000561;ERH;01.02.2021
7000562;ERH;01.02.2021
7000563;ERH;01.02.2021
7000565;ERH;01.02.2021
7000569;ERH;01.02.2021
7000575;ERH;01.03.2021
7000577;ERH;01.03.2021
7000579;ERH;01.03.2021
7000582;ERH;01.03.2021
7000583;ERH;01.03.2021
7000586;ERH;01.03.2021
7000588;ERH;01.03.2021
7000592;ERH;01.03.2021
7000595;PEX;01.03.2021
7000596;ERH;01.03.2021
7000598;ERH;01.03.2021
7000600;ERH;01.03.2021
7000605;ERH;01.03.2021
7000606;ERH;01.03.2021
7000609;ERH;01.03.2021
7000613;ERH;01.03.2021
7000615;ERH;01.03.2021
7000618;ERH;01.03.2021
7000626;ERH;01.04.2021
7000628;ERH;01.04.2021
7000631;ERH;01.04.2021
7000637;ERH;01.04.2021
7000640;ERH;01.04.2021
7000646;ERH;01.04.2021
7000651;ERH;01.04.2021
7000656;ERH;01.04.2021
7000657;ERH;01.04.2021
7000662;ERH;01.04.2021
7000663;ERH;01.04.2021
7000665;ERH;01.05.2021
7000669;ERH;01.05.2021
7000673;ERH;01.05.2021
7000674;ERH;01.05.2021
7000675;ERH;01.05.2021
7000676;ERH;01.05.2021
7000678;ERH;01.05.2021
7000679;RED;01.05.2021
7000684;ERH;01.05.2021
7000686;ERH;01.05.2021
7000687;ERH;01.05.2021
7000689;RED;01.05.2021
7000691;ERH;01.05.2021
7000695;ERH;01.05.2021
7000696;ERH;01.05.2021
7000698;ERH;01.06.2021
7000700;ERH;01.06.2021
7000702;ERH;01.06.2021
7000706;ERH;01.06.2021
7000708;ERH;01.06.2021
7000712;ERH;01.06.2021
7000717;ERH;01.06.2021
7000725;ERH;01.06.2021
7000730;ERH;01.06.2021
7000735;PEX;01.06.2021
7000744;ERH;01.07.2021
7000745;ERH;01.07.2021
7000750;ERH;01.07.2021
7000752;ERH;01.07.2021
7000754;ERH;01.07.2021
7000763;ERH;01.07.2021
7000764;ERH;01.07.2021
7000767;ERH;01.07.2021
7000769;ERH;01.07.2021
7000771;ERH;01.07.2021
7000775;ERH;01.07.2021
7000782;ERH;01.08.2021
7000783;ERH;01.08.2021
7000785;ERH;01.08.2021
7000786;ERH;01.08.2021
7000791;ERH;01.08.2021
7000794;ERH;01.08.2021
7000797;ERH;01.08.2021
7000802;ERH;01.08.2021
7000804;ERH;01.08.2021
7000807;ERH;01.08.2021
7000808;ERH;01.08.2021
7000811;ERH;01.08.2021
7000813;ERH;01.08.2021
7000814;ERH;01.08.2021
7000817;ERH;01.09.2021
7000818;ERH;01.09.2021
7000820;ERH;01.09.2021
7000821;ERH;01.09.2021
7000823;ERH;01.09.2021
7000824;ERH;01.09.2021
7000825;ERH;01.09.2021
7000826;ERH;01.09.2021
7000828;ERH;01.09.2021
7000829;ERH;01.09.2021
7000834;ERH;01.09.2021
7000836;ERH;01.09.2021
7000837;PEX;01.09.2021
7000838;ERH;01.09.2021
7000839;ERH;01.09.2021
7000841;PEX;01.09.2021
7000844;ERH;01.09.2021
7000845;ERH;01.09.2021
7000846;ERH;01.09.2021
7000850;ERH;01.09.2021
7000856;ERH;01.09.2021
7000857;ERH;01.09.2021
7000863;ERH;01.09.2021
7000864;ERH;01.09.2021
7000867;ERH;01.09.2021
7000874;ERH;01.10.2021
7000881;ERH;01.10.2021
7000883;ERH;01.10.2021
7000885;ERH;01.10.2021
7000889;ERH;01.10.2021
7000899;ERH;01.10.2021
7000905;ERH;01.10.2021
7000911;ERH;01.10.2021
7000912;PEX;01.10.2021
7000917;ERH;01.11.2021
7000918;ERH;01.11.2021
7000921;ERH;01.11.2021
7000923;ERH;01.11.2021
7000926;PEX;01.11.2021
7000930;ERH;01.11.2021
7000934;ERH;01.11.2021
7000936;ERH;01.11.2021
7000940;ERH;01.11.2021
7000945;ERH;01.11.2021
7000952;ERH;01.11.2021
7000958;ERH;01.11.2021
7000962;ERH;01.12.2021
7000964;ERH;01.12.2021
7000965;ERH;01.12.2021
7000973;ERH;01.12.2021
7000979;ERH;01.12.2021
7000980;ERH;01.12.2021
7000984;ERH;01.12.2021
7000987;ERH;01.12.2021
7000988;ERH;01.12.2021
7000991;ERH;01.12.2021
7000994;RED;01.12.2021
7000995;ERH;01.12.2021
7000996;ERH;01.12.2021
7001002;ERH;01.12.2021
7000003;ERH;01.01.2022
7000004;ERH;01.01.2022
7000005;ERH;01.01.2022
7000006;ERH;01.01.2022
7000008;ERH;01.01.2022
7000010;ERH;01.01.2022
7000013;ERH;01.01.2022
7000018;ERH;01.01.2022
7000019;ERH;01.01.2022
7000020;ERH;01.01.2022
7000022;ERH;01.01.2022
7000030;ERH;01.01.2022
7000033;ERH;01.01.2022
7000035;ERH;01.01.2022
7000037;ERH;01.01.2022
7000041;ERH;01.02.2022
7000042;ERH;01.02.2022
7000049;ERH;01.02.2022
7000050;ERH;01.02.2022
7000052;ERH;01.02.2022
7000054;ERH;01.02.2022
7000055;ERH;01.02.2022
7000060;ERH;01.02.2022
7000063;ERH;01.02.2022
7000068;ERH;01.02.2022
7000071;PEX;01.02.2022
7000073;ERH;01.02.2022
7000075;ERH;01.02.2022
7000080;ERH;01.03.2022
7000084;ERH;01.03.2022
7000086;ERH;01.03.2022
7000096;ERH;01.03.2022
7000097;ERH;01.03.2022
7000098;ERH;01.03.2022
7000105;ERH;01.03.2022
7000112;ERH;01.03.2022
7000116;ERH;01.04.2022
7000118;ERH;01.04.2022
7000122;ERH;01.04.2022
7000124;ERH;01.04.2022
7000125;ERH;01.04.2022
7000127;ERH;01.04.2022
7000134;PEX;01.04.2022
7000138;ERH;01.04.2022
